[2026-05-24 15:32:04] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: 0.0.0.0:49156 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: 192.168.137.41:49468 | REMOTE: 172.172.255.217:443 | STATUS: ESTABLISHED
[2026-05-24 15:32:34] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: ESTABLISHED
[2026-05-24 15:32:34] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:32:34] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: 127.0.0.1:64590 | REMOTE: 127.0.0.1:64585 | STATUS: ESTABLISHED
[2026-05-24 15:32:34] LOCAL: ::1:49669 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:34] LOCAL: 172.20.224.1:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: :::50074 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:34] LOCAL: :::50285 | REMOTE: N/A:N/A | STATUS: NONE

[2026-05-24 15:32:34] Connections checked: 107 | External: 3 | Suspicious: 0

[2026-05-24 15:32:39] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: 192.168.137.41:53691 | REMOTE: 13.70.79.200:443 | STATUS: TIME_WAIT
[2026-05-24 15:32:39] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: 0.0.0.0:49156 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: 192.168.137.41:49468 | REMOTE: 172.172.255.217:443 | STATUS: ESTABLISHED
[2026-05-24 15:32:39] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: ESTABLISHED
[2026-05-24 15:32:39] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:32:39] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: 127.0.0.1:64590 | REMOTE: 127.0.0.1:64585 | STATUS: ESTABLISHED
[2026-05-24 15:32:39] LOCAL: ::1:49669 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:39] LOCAL: 172.20.224.1:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: :::50074 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:39] LOCAL: :::50285 | REMOTE: N/A:N/A | STATUS: NONE

[2026-05-24 15:32:39] Connections checked: 107 | External: 3 | Suspicious: 0

[2026-05-24 15:32:45] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: 192.168.137.41:53691 | REMOTE: 13.70.79.200:443 | STATUS: TIME_WAIT
[2026-05-24 15:32:45] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: 0.0.0.0:49156 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: 192.168.137.41:49468 | REMOTE: 172.172.255.217:443 | STATUS: ESTABLISHED
[2026-05-24 15:32:45] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: ESTABLISHED
[2026-05-24 15:32:45] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:32:45] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: 127.0.0.1:64590 | REMOTE: 127.0.0.1:64585 | STATUS: ESTABLISHED
[2026-05-24 15:32:45] LOCAL: ::1:49669 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:45] LOCAL: 172.20.224.1:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: :::50074 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:45] LOCAL: :::50285 | REMOTE: N/A:N/A | STATUS: NONE

[2026-05-24 15:32:45] Connections checked: 107 | External: 3 | Suspicious: 0

[2026-05-24 15:32:50] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: 192.168.137.41:49468 | REMOTE: 172.172.255.217:443 | STATUS: ESTABLISHED
[2026-05-24 15:32:50] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: ESTABLISHED
[2026-05-24 15:32:50] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:32:50] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: 127.0.0.1:64590 | REMOTE: 127.0.0.1:64585 | STATUS: ESTABLISHED
[2026-05-24 15:32:50] LOCAL: ::1:49669 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:50] LOCAL: 172.20.224.1:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: :::50074 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: :::50285 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: fe80::5f0c:aefc:be32:3225:52891 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:50] LOCAL: 192.168.56.1:1900 | REMOTE: N/A:N/A | STATUS: NONE

[2026-05-24 15:32:50] Connections checked: 105 | External: 2 | Suspicious: 0

[2026-05-24 15:32:55] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: 192.168.137.41:49468 | REMOTE: 172.172.255.217:443 | STATUS: ESTABLISHED
[2026-05-24 15:32:55] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: ESTABLISHED
[2026-05-24 15:32:55] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:32:55] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: 127.0.0.1:64590 | REMOTE: 127.0.0.1:64585 | STATUS: ESTABLISHED
[2026-05-24 15:32:55] LOCAL: ::1:49669 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:32:55] LOCAL: 172.20.224.1:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: :::50074 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: :::50285 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: fe80::5f0c:aefc:be32:3225:52891 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:32:55] LOCAL: 192.168.56.1:1900 | REMOTE: N/A:N/A | STATUS: NONE

[2026-05-24 15:32:55] Connections checked: 105 | External: 2 | Suspicious: 0

[2026-05-24 15:33:00] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: 127.0.0.1:52899 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: fe80::5f0c:aefc:be32:3225:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: 0.0.0.0:16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: 0.0.0.0:123 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: 192.168.137.41:49468 | REMOTE: 172.172.255.217:443 | STATUS: ESTABLISHED
[2026-05-24 15:33:00] LOCAL: 172.20.224.1:137 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: 0.0.0.0:50284 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: 0.0.0.0:49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: 0.0.0.0:49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: 192.168.137.41:53660 | REMOTE: 20.42.65.89:443 | STATUS: ESTABLISHED
[2026-05-24 15:33:00] LOCAL: fe80::1653:c72:3629:502d:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: 0.0.0.0:49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: 0.0.0.0:623 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: 172.20.224.1:139 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: 192.168.137.41:138 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: :::16992 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: :::5353 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: 192.168.56.1:52892 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: 127.0.0.1:64585 | REMOTE: 127.0.0.1:64586 | STATUS: ESTABLISHED
[2026-05-24 15:33:00] LOCAL: ::1:1900 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: :::49666 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: ::1:52890 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: fe80::1653:c72:3629:502d:52889 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: :::49706 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: 127.0.0.1:64590 | REMOTE: 127.0.0.1:64585 | STATUS: ESTABLISHED
[2026-05-24 15:33:00] LOCAL: ::1:49669 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:00] LOCAL: 172.20.224.1:2177 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: :::50074 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: :::50285 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: fe80::5f0c:aefc:be32:3225:52891 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:00] LOCAL: 192.168.56.1:1900 | REMOTE: N/A:N/A | STATUS: NONE

[2026-05-24 15:33:00] Connections checked: 105 | External: 2 | Suspicious: 0

[2026-05-24 15:33:05] LOCAL: :::62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:05] LOCAL: ::1:42050 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:05] LOCAL: 127.0.0.1:52894 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:05] LOCAL: 0.0.0.0:62490 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:05] LOCAL: 127.0.0.1:64585 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:05] LOCAL: :::49668 | REMOTE: N/A:N/A | STATUS: LISTEN
[2026-05-24 15:33:05] LOCAL: 0.0.0.0:5355 | REMOTE: N/A:N/A | STATUS: NONE
[2026-05-24 15:33:05] LOCAL: :::49667 | REMOTE: N/A:N/A | STATUS: LISTEN
